N,Serial,2,4,6,8,12,16,20
10,0.31636,0.17446,0.09141,0.06999,0.05619,0.0394,0.0324,0.02857
11,2.941675,1.76371,0.91045,0.64109,0.50114,0.3867,0.29771,0.24922
12,32.44037,19.45172,10.00696,7.0143,5.56089,4.02884,3.17069,2.69694
13,395.165115,236.78167,118.83526,83.80471,68.01813,48.17063,38.58496,32.93412
14,5289.317205,2908.13648,1561.24353,1106.53994,874.40502,627.57486,502.46323,423.34242
